SeqName	SeqDesc	GOTerms	Enzymes	KeggMaps
gene13156	atp-dependent rna helicase dbp2-like	nucleic acid binding;ATP binding		
gene2064	atp-dependent rna helicase ddx1	nucleic acid binding;protein binding;ATP binding		
gene13848	atp-dependent rna helicase ddx24	nucleic acid binding;ATP binding		
gene8053	atp-dependent rna helicase ddx42	nucleic acid binding;ATP binding		
gene1717	atp-dependent rna helicase ddx51	nucleic acid binding;ATP binding		
gene6858	atp-dependent rna helicase ddx54 isoform x1	nucleus;RNA binding;ATP binding;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides		
gene904	atp-dependent rna helicase ddx55-like	nucleic acid binding;ATP binding		
gene4730	atp-dependent rna helicase dhx30	nucleic acid binding;ATP binding;ATP-dependent helicase activity		
gene14266	atp-dependent rna helicase dhx33	nucleic acid binding;ATP binding;ATP-dependent helicase activity		
gene3945	atp-dependent rna helicase dhx36	kinesin complex;nucleic acid binding;microtubule motor activity;ATP binding;microtubule binding;ATP-dependent helicase activity;oxidoreductase activity;microtubule-based movement;oxidation-reduction process;microtubule;tubulin complex		
gene5632	atp-dependent rna helicase dhx8	nucleic acid binding;ATP binding;ATP-dependent helicase activity		
gene5205	atp-dependent rna helicase me31b	nucleic acid binding;ATP binding		
gene17419	atp-dependent rna helicase suv3 mitochondrial	helicase activity;oxidoreductase activity;oxidation-reduction process		
gene9464	atp-dependent rna helicase suv3 mitochondrial	mitochondrial matrix;DNA binding;DNA helicase activity;ATP-dependent RNA helicase activity;oxidoreductase activity;DNA duplex unwinding;oxidation-reduction process;replication fork		
gene12884	atp-dependent rna helicase suv3 mitochondrial isoform x2	hydrolase activity, acting on acid anhydrides		
gene11922	atp-dependent rna helicase suv3-like mitochondrial	hydrolase activity, acting on acid anhydrides;metabolic process		
gene5542	atp-dependent rna helicase wm6	nucleic acid binding;ATP binding		
gene9421	atp-dependent rna helicase wm6	nucleic acid binding;ATP binding		
gene9748	atp-dependent rna helicase wm6	nucleic acid binding;ATP binding		
gene16121	atp-dependent zinc metalloprotease yme1 homolog isoform x2	membrane;metalloendopeptidase activity;ATP binding;proteolysis		
gene6657	atp-sensitive inward rectifier potassium channel 12-like isoform x1	inward rectifier potassium channel activity;potassium ion transport;voltage-gated potassium channel complex		
gene2527	atpase asna1 homolog	ATP binding;ATPase activity		
gene1488	atpase family aaa domain-containing protein 1-a-like precursor			
gene7568	atpase family aaa domain-containing protein 1-like	ATP binding		
gene11009	atpase family aaa domain-containing protein 2b	protein binding;ATP binding		
gene12025	atpase family aaa domain-containing protein 3	ATP binding		
gene8948	atpase family aaa domain-containing protein 5	ATP binding		
gene15997	atpase inhibitor mai- mitochondrial-like	mitochondrion;enzyme inhibitor activity;negative regulation of nucleotide metabolic process		
gene11467	atpase n2b	ATP binding		
gene3080	atrial natriuretic peptide receptor 1 isoform x1	intracellular;integral component of membrane;guanylate cyclase activity;protein kinase activity;ATP binding;carboxy-lyase activity;pyridoxal phosphate binding;cGMP biosynthetic process;protein phosphorylation;cellular amino acid metabolic process;intracellular signal transduction;purine nucleobase metabolic process;GTP metabolic process		
gene3081	atrial natriuretic peptide receptor 1 isoform x1	integral component of membrane;protein kinase activity;ATP binding;protein phosphorylation		
gene1666	atrial natriuretic peptide receptor b	phosphorus-oxygen lyase activity;cyclic nucleotide biosynthetic process;intracellular signal transduction		
gene10564	atrial natriuretic peptide-converting enzyme	serine-type endopeptidase activity;protein binding;proteolysis		
gene4220	atrophin-1 isoform x1	nucleotide binding;nucleic acid binding		
gene9926	attractin-like protein 1 isoform x2	protein binding		
gene6398	atypical protein kinase c isoform x2	protein binding;intracellular signal transduction		
gene14251	aubergine piwi-like protein copy d	nucleic acid binding		
gene3056	aur protein kinase	protein kinase activity;cell cycle		
gene8559	aurora kinase a	protein kinase activity;ATP binding;protein phosphorylation;cell cycle		
gene3055	aurora kinase a isoform x1	protein kinase activity;ATP binding;protein phosphorylation;cell cycle		
gene9873	aurora kinase a isoform x1	protein kinase activity;ATP binding;protein phosphorylation;cell cycle		
gene11048	autism susceptibility gene 2 isoform x1			
gene442	autophagy protein 12-like	cytoplasm;autophagosome assembly		
gene8469	autophagy protein 5	cytoplasm;autophagy		
gene6602	autophagy-related protein 101	pre-autophagosomal structure;autophagosome assembly		
gene15669	autophagy-related protein 16-1 isoform x2	protein binding		
gene15667	autophagy-related protein 16-1-like	protein binding		
gene12	autophagy-related protein 2 homolog b	autophagy		
gene12204	autophagy-related protein 9a	pre-autophagosomal structure;autophagosome;autophagosome assembly;mitochondrion degradation;protein localization to pre-autophagosomal structure;piecemeal microautophagy of nucleus;late nucleophagy		
gene13494	axin-2 isoform x1	cytoplasm;plasma membrane;GTPase activator activity;termination of G-protein coupled receptor signaling pathway;positive regulation of GTPase activity		
gene5706	axonemal 84 kda			
gene17051	axonemal outer arm dynein intermediate chain 1	protein binding		
gene8460	b chain rhamnose-binding lectin csl3	carbohydrate binding		
gene14122	b( +)-type amino acid transporter 1 isoform x2	membrane;amino acid transmembrane transporter activity;amino acid transmembrane transport		
gene10755	b( +)-type amino acid transporter 1 isoform x2	membrane;amino acid transmembrane transporter activity;amino acid transmembrane transport		
gene2176	b-box type zinc finger protein ncl-1-like	intracellular;protein binding;zinc ion binding		
gene6573	b-cell cll lymphoma 7 protein family member b			
gene10486	b-cell receptor-associated protein 31	endoplasmic reticulum;integral component of membrane;intracellular protein transport		
gene8401	b9 domain-containing protein 1	ciliary part;multicellular organismal development;single-organism cellular process;anatomical structure development		
gene777	b9 domain-containing protein 1	ciliary part;multicellular organismal development;single-organism cellular process;anatomical structure development		
gene11446	bacillolysin (neutral protease)			
gene16154	bacterial collagen			
gene13699	bacteriodes thetaiotaomicron symbiotic chitinase			
gene12111	bacteriodes thetaiotaomicron symbiotic chitinase			
gene8406	bacteriodes thetaiotaomicron symbiotic chitinase			
gene8407	bacteriodes thetaiotaomicron symbiotic chitinase			
gene13098	baculoviral iap repeat-containing protein 5	chromosome, centromeric region;nucleus;microtubule organizing center;spindle microtubule;apical plasma membrane;cytoplasmic part;ubiquitin-protein transferase activity;cysteine-type endopeptidase inhibitor activity;tubulin binding;enzyme binding;identical protein binding;protein dimerization activity;regulation of signal transduction;protein ubiquitination;cellular response to stem cell factor stimulus;response to drug;response to peptide hormone;positive regulation of mitotic cell cycle;localization;cell division;response to glucocorticoid;cellular response to ethanol;mitotic spindle assembly;inhibition of cysteine-type endopeptidase activity involved in apoptotic process;tubulin complex		
gene17703	baculoviral iap repeat-containing protein 6	cytoplasm;ubiquitin-protein transferase activity;apoptotic process;regulation of signal transduction;protein ubiquitination;regulation of cytokinesis		
gene282	baculoviral iap repeat-containing protein 6	cytoplasm;ubiquitin-protein transferase activity;apoptotic process;regulation of signal transduction;protein ubiquitination;regulation of cytokinesis		
gene14355	baculoviral iap repeat-containing protein 6	ubiquitin-protein transferase activity;apoptotic process;regulation of cytokinesis;protein ubiquitination		
gene17110	baculoviral iap repeat-containing protein 6	ubiquitin-protein transferase activity;apoptotic process;regulation of cytokinesis;protein ubiquitination		
gene5627	baculoviral iap repeat-containing protein 7	histone acetyltransferase complex;transcription coactivator activity;histone acetyltransferase activity;protein binding;zinc ion binding;histone acetylation;transcription factor complex;positive regulation of transcription, DNA-templated;acyl-carrier-protein biosynthetic process		
gene6404	bag domain-containing protein samui isoform x1	chaperone binding		
gene6250	bag family molecular chaperone regulator 1-like isoform x2	chaperone binding		
gene6256	bag family molecular chaperone regulator 1-like isoform x2	chaperone binding		
gene6261	bag family molecular chaperone regulator 1-like isoform x2	chaperone binding		
gene10701	bah and coiled-coil domain-containing protein 1	cell differentiation		
gene5728	bai1-associated protein 3 isoform x1	protein binding		
gene15909	band -like protein 5 isoform x1	cytoplasm;cytoskeleton;extrinsic component of membrane;cytoskeletal protein binding		
gene11041	band -like protein partial	cytoskeleton		
gene5441	band 7 protein agap004871 isoform x1	membrane		
gene9957	band 7 protein agap004871-like	membrane		
gene9603	bardet-biedl syndrome 1 protein isoform x1	BBSome;protein binding;nonmotile primary cilium assembly		
gene6941	bardet-biedl syndrome 4 protein	protein binding		
gene13369	bardet-biedl syndrome 7 protein	protein binding		
gene16044	barrier-to-autointegration factor	DNA binding		
gene8061	basement membrane-specific heparan sulfate proteoglycan core isoform x4	protein binding		
gene18036	basement membrane-specific heparan sulfate proteoglycan core protein isoform x16			
gene9186	basement membrane-specific heparan sulfate proteoglycan core protein isoform x2	calcium ion binding;protein binding		
gene7886	basement membrane-specific heparan sulfate proteoglycan core protein isoform x9	protein binding		
gene2077	basic salivary proline-rich protein 2			
gene7447	basic-leucine zipper transcription factor a	protein binding		
gene18410	battenin	membrane		
gene14426	battenin	membrane		
gene10254	battenin	membrane		
gene2601	bax inhibitor 1	integral component of membrane		
gene17501	bcl-2-like protein 1	positive regulation of apoptotic process		
gene14745	bcl2 adenovirus e1b 19 kda protein-interacting			
gene1506	bcl2 adenovirus e1b 19 kda protein-interacting protein 3	mitochondrial envelope;integral component of membrane;positive regulation of apoptotic process		
gene9365	bdnf nt-3 growth factors receptor	membrane;transmembrane receptor protein tyrosine kinase activity;ATP binding;protein phosphorylation;transmembrane receptor protein tyrosine kinase signaling pathway		
gene10444	beat protein	protein binding		
gene12939	beat protein	protein binding		
gene17653	beat- isoform b			
gene11828	beat- isoform b			
gene832	beat- isoform b	motor neuron axon guidance;synaptic target inhibition		
gene1549	beclin 1-associated autophagy-related key regulator isoform x1	positive regulation of autophagy		
gene14074	beclin-1-like protein isoform x1	autophagy		
gene9216	ben domain-containing protein 6			
gene17103	ben domain-containing protein 6 isoform x3			
gene13893	bestrophin-2-like isoform x1			
gene13896	bestrophin-2-like isoform x1			
gene11728	bestrophin-2-like isoform x1			
gene14393	bestrophin-3 isoform x1			
gene17663	bestrophin-4 isoform x1			
gene3779	bestrophin-4-like			
gene7340	bestrophin-4-like			
gene10199	bestrophin-4-like isoform x1			
gene1749	bet1-like protein	protein binding		
gene8250	beta carbonic anhydrase 1	carbonate dehydratase activity;zinc ion binding;one-carbon metabolic process;nitrogen compound metabolic process		
gene11991	beta- -endoglucanase	hydrolase activity, hydrolyzing O-glycosyl compounds;carbohydrate binding;carbohydrate metabolic process		
gene2806	beta- -galactosyltransferase 1-like	membrane;galactosyltransferase activity;protein glycosylation		
gene9777	beta- -galactosyltransferase 1-like	membrane;galactosyltransferase activity;protein glycosylation		
gene14478	beta- -galactosyltransferase 1-like isoform x1	membrane;galactosyltransferase activity;protein glycosylation		
gene5600	beta- -galactosyltransferase 1-like isoform x2	membrane;galactosyltransferase activity;protein glycosylation		
gene5303	beta- -galactosyltransferase 5	membrane;galactosyltransferase activity;protein glycosylation		
gene16906	beta- -galactosyltransferase 5-like	membrane;galactosyltransferase activity;protein glycosylation		
gene3646	beta- -galactosyltransferase 5-like	membrane;galactosyltransferase activity;protein glycosylation		
gene3650	beta- -galactosyltransferase 5-like	membrane;galactosyltransferase activity;protein glycosylation		
gene7028	beta- -galactosyltransferase 7	transferase activity, transferring glycosyl groups;carbohydrate metabolic process		
gene11440	beta- -galactosyltransferase brn	membrane;galactosyltransferase activity;protein glycosylation		
gene2562	beta- -glucan-binding protein precursor	lipid transporter activity;lipid transport		
gene10300	beta- -glucosyltransferase	membrane;transferase activity, transferring glycosyl groups		
gene58	beta- -glucuronyltransferase 1			
gene1042	beta- -like isoform x1	protein binding		
gene609	beta- -mannosyl-glycoprotein 4-beta-n-acetylglucosaminyltransferase isoform x1	membrane;beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity;protein N-linked glycosylation		
gene7366	beta- -mannosyl-glycoprotein 4-beta-n-acetylglucosaminyltransferase isoform x1	membrane;beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity;protein N-linked glycosylation		
gene623	beta- -mannosyl-glycoprotein 4-beta-n-acetylglucosaminyltransferase isoform x1	membrane;beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity;protein N-linked glycosylation		
gene2061	beta- -mannosyl-glycoprotein 4-beta-n-acetylglucosaminyltransferase-like isoform x2	membrane;beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity;protein N-linked glycosylation		
gene9418	beta- -mannosyltransferase egh	beta-1,4-mannosyltransferase activity;alpha-1,6-mannosyltransferase complex		
gene7190	beta- -mannosyltransferase egh	beta-1,4-mannosyltransferase activity;alpha-1,6-mannosyltransferase complex		
gene13676	beta- -mannosyltransferase egh	beta-1,4-mannosyltransferase activity;alpha-1,6-mannosyltransferase complex		
gene17013	beta- -n-acetylgalactosaminyltransferase bre- partial	transferase activity, transferring glycosyl groups;carbohydrate metabolic process		
gene14443	beta- -n-acetylgalactosaminyltransferase bre-4	transferase activity, transferring glycosyl groups;carbohydrate metabolic process		
gene14665	beta- -n-acetylgalactosaminyltransferase bre-4	transferase activity, transferring glycosyl groups;carbohydrate metabolic process		
gene15797	beta- -n-acetylgalactosaminyltransferase bre-4	transferase activity, transferring glycosyl groups;carbohydrate metabolic process		
gene14382	beta- -n-acetylgalactosaminyltransferase bre-4	transferase activity, transferring glycosyl groups;carbohydrate metabolic process		
gene5925	beta- -n-acetylgalactosaminyltransferase bre-4	transferase activity, transferring glycosyl groups;carbohydrate metabolic process		
gene1393	beta- -n-acetylgalactosaminyltransferase bre-4	transferase activity, transferring glycosyl groups;carbohydrate metabolic process		
gene14643	beta- -n-acetylgalactosaminyltransferase bre-4	transferase activity, transferring glycosyl groups;carbohydrate metabolic process		
gene12432	beta- -n-acetylgalactosaminyltransferase bre-4	transferase activity, transferring glycosyl groups;carbohydrate metabolic process		
gene12537	beta- -n-acetylgalactosaminyltransferase bre-4	transferase activity, transferring glycosyl groups;carbohydrate metabolic process		
gene17026	beta- -n-acetylgalactosaminyltransferase bre-4	transferase activity, transferring glycosyl groups;carbohydrate metabolic process		
gene5833	beta- -n-acetylgalactosaminyltransferase bre-4	transferase activity, transferring glycosyl groups;carbohydrate metabolic process		
gene9412	beta- -n-acetylgalactosaminyltransferase bre-4	transferase activity, transferring glycosyl groups;carbohydrate metabolic process		
gene1392	beta- -n-acetylgalactosaminyltransferase bre-4-like	transferase activity, transferring glycosyl groups;carbohydrate metabolic process		
gene12525	beta- -n-acetylgalactosaminyltransferase bre-4-like	transferase activity, transferring glycosyl groups;carbohydrate metabolic process		
gene12526	beta- -n-acetylgalactosaminyltransferase bre-4-like	transferase activity, transferring glycosyl groups;carbohydrate metabolic process		
gene18388	beta- isoform x1	protein binding		
gene2918	beta- isoform x1	protein binding		
gene1965	beta- isoform x2	protein binding		
gene8498	beta-1-syntrophin isoform x2	dystrophin-associated glycoprotein complex;structural molecule activity;synapse organization		
gene7203	beta-2 adrenergic receptor	integral component of membrane;G-protein coupled receptor activity;G-protein coupled receptor signaling pathway		
gene7719	beta-amyloid-like protein isoform x1	heparin binding;transition metal ion binding		
gene10481	beta-arrestin 1	signal transduction		
gene10531	beta-arrestin 1	signal transduction		
gene10476	beta-arrestin-1 isoform x3	signal transduction		
gene10530	beta-arrestin-1 isoform x3	signal transduction		
gene13399	beta-catenin-like protein 1	binding		
gene5673	beta-galactosidase isoform x1	beta-galactosidase activity;galactose metabolic process;glycosaminoglycan catabolic process;glycosphingolipid metabolic process;beta-galactosidase complex;glycerolipid metabolic process		
gene3133	beta-galactosidase-1-like protein 2	hydrolase activity, hydrolyzing O-glycosyl compounds;carbohydrate metabolic process		
gene3115	beta-galactosidase-1-like protein 2	beta-galactosidase activity;galactose metabolic process;glycosaminoglycan catabolic process;glycosphingolipid metabolic process;beta-galactosidase complex;glycerolipid metabolic process		
gene3128	beta-galactosidase-1-like protein 2	hydrolase activity, hydrolyzing O-glycosyl compounds;carbohydrate metabolic process		
gene3134	beta-galactosidase-1-like protein 2	hydrolase activity, hydrolyzing O-glycosyl compounds;carbohydrate metabolic process		
gene8451	beta-galactoside alpha- -sialyltransferase 2	sialyltransferase activity;protein glycosylation		
gene4406	beta-glucuronidase	hydrolase activity, hydrolyzing O-glycosyl compounds;carbohydrate metabolic process		
gene9916	beta-hexosaminidase subunit alpha	beta-N-acetylhexosaminidase activity;carbohydrate metabolic process;globoside metabolic process;glycosaminoglycan catabolic process;amino sugar metabolic process		
gene17757	beta-hexosaminidase subunit beta	hydrolase activity, hydrolyzing O-glycosyl compounds;carbohydrate metabolic process		
gene8902	beta-hexosaminidase subunit beta isoform x2	beta-N-acetylhexosaminidase activity;carbohydrate metabolic process;globoside metabolic process;glycosaminoglycan catabolic process;amino sugar metabolic process		
gene2563	beta-hexosaminidase subunit beta isoform x2	beta-N-acetylhexosaminidase activity;carbohydrate metabolic process;globoside metabolic process;glycosaminoglycan catabolic process;amino sugar metabolic process		
gene14928	beta-ig-h3 fasciclin	proteinaceous extracellular matrix;extracellular space;cell adhesion molecule binding;cell adhesion;extracellular matrix organization		
gene2028	beta-lactamase-like protein 2 homolog			
gene5332	beta-mannosidase	beta-mannosidase activity;mannan catabolic process		
gene6711	beta-mannosidase isoform x1	beta-mannosidase activity;mannan catabolic process		
gene7644	beta-parvin isoform x1	actin binding;cell adhesion;actin cytoskeleton reorganization		
gene14780	beta-tubulin at 97ef	microtubule;GTPase activity;structural constituent of cytoskeleton;GTP binding;microtubule-based process;protein polymerization		
gene2460	bicaudal d-related protein homolog			
gene11276	bicoid stability factor	protein binding		
gene8973	bicoid stability factor			
gene9640	bifunctional 3 -phosphoadenosine 5 -phosphosulfate synthase 2	adenylylsulfate kinase activity;sulfate adenylyltransferase (ATP) activity;ATP binding;sulfate assimilation;purine nucleobase metabolic process		
gene9644	bifunctional 3 -phosphoadenosine 5 -phosphosulfate synthase 2 isoform x1	adenylylsulfate kinase activity;sulfate adenylyltransferase (ATP) activity;ATP binding;sulfate assimilation;purine nucleobase metabolic process		
gene9646	bifunctional 3 -phosphoadenosine 5 -phosphosulfate synthase 2 isoform x1	adenylylsulfate kinase activity;sulfate adenylyltransferase (ATP) activity;ATP binding;sulfate assimilation;purine nucleobase metabolic process		
gene7580	bifunctional 3 -phosphoadenosine 5 -phosphosulfate synthase 2-like	adenylylsulfate kinase activity;sulfate adenylyltransferase (ATP) activity;ATP binding;sulfate assimilation;purine nucleobase metabolic process		
gene1056	bifunctional arginine demethylase and lysyl-hydroxylase jmjd6			
gene15261	bifunctional arginine demethylase and lysyl-hydroxylase psr isoform x1	integral component of membrane;ATP binding;ATPase activity, coupled to transmembrane movement of substances;metabolic process;transmembrane transport		
gene1268	bifunctional atp-dependent dihydroxyacetone kinase fad-amp lyase -like	glycerone kinase activity;glycerol metabolic process;glycerolipid metabolic process		
gene12299	bifunctional coenzyme a synthase	dephospho-CoA kinase activity;ATP binding;coenzyme A biosynthetic process;pantothenate biosynthetic process		
gene8262	bifunctional glutamate proline--trna ligase isoform x2	glutamate-tRNA ligase activity;proline-tRNA ligase activity;ATP binding;glutamyl-tRNA aminoacylation;prolyl-tRNA aminoacylation;glutamate-tRNA ligase complex;chlorophyll metabolic process		
gene12770	bifunctional glutamate proline--trna partial	aminoacyl-tRNA ligase activity;ATP binding;tRNA aminoacylation for protein translation		
gene1505	biogenesis of lysosome-related organelles complex 1 subunit 1	BLOC-1 complex		
gene1207	biogenesis of lysosome-related organelles complex 1 subunit 2			
gene1626	biogenesis of lysosome-related organelles complex 1 subunit 3-like			
gene17440	biogenesis of lysosome-related organelles complex 1 subunit 4-like	single-organism process		
gene1313	biogenesis of lysosome-related organelles complex 1 subunit 4-like	single-organism process		
gene14735	biogenesis of lysosome-related organelles complex 1 subunit 6			
gene12593	biorientation of chromosomes in cell division protein 1-like 1 isoform x2	cell division		
gene10136	biotin--protein ligase isoform x1	biotin-[acetyl-CoA-carboxylase] ligase activity;cellular protein modification process;biotin metabolic process		
gene14285	bipolar kinesin krp-130	kinesin complex;microtubule motor activity;microtubule binding;microtubule-based movement;microtubule;tubulin complex		
gene14290	bipolar kinesin krp-130	kinesin complex;microtubule motor activity;ATP binding;microtubule binding;microtubule-based movement;microtubule;tubulin complex		
gene17298	bipolar kinesin krp-130	kinesin complex;microtubule motor activity;ATP binding;microtubule binding;microtubule-based movement;microtubule;tubulin complex		
gene7229	bipolar kinesin krp-130	kinesin complex;microtubule motor activity;ATP binding;microtubule binding;microtubule-based movement;microtubule;tubulin complex		
gene585	blackelin-4-like isoform x2	serine-type endopeptidase inhibitor activity		
gene10081	bleomycin hydrolase	cysteine-type endopeptidase activity;proteolysis		
gene2919	blood vessel epicardial substance	membrane		
gene1358	blood vessel epicardial substance isoform x1	membrane		
gene1381	blood vessel epicardial substance isoform x1	membrane		
gene6137	bloom syndrome protein homolog isoform x1	nucleic acid binding;ATP binding;ATP-dependent 3'-5' DNA helicase activity;DNA replication;DNA repair;DNA recombination;replication fork		
gene13184	bloom syndrome protein homolog isoform x1	nucleic acid binding;ATP binding;ATP-dependent 3'-5' DNA helicase activity;DNA replication;DNA repair;DNA recombination;replication fork		
gene15483	bmp and activin membrane-bound inhibitor-like partial	membrane;transmembrane receptor protein serine/threonine kinase activity;transmembrane receptor protein serine/threonine kinase signaling pathway;serine family amino acid metabolic process;phosphorylation		
gene15998	bmp and activin membrane-bound inhibitor-like partial	membrane;transmembrane receptor protein serine/threonine kinase activity;transmembrane receptor protein serine/threonine kinase signaling pathway;serine family amino acid metabolic process;phosphorylation		
gene10321	bmp-2-inducible protein kinase isoform x2	protein kinase activity;ATP binding;protein phosphorylation		
gene8892	bmp-binding endothelial regulator protein	protein binding		
gene7213	bola-like protein 3			
gene1494	bola-like protein ddb_g0274169			
gene17664	bombesin receptor-activated protein c6orf89 homolog			
gene14660	bone morphogenetic protein 10	growth factor activity;growth;signal transduction;cell proliferation		
gene3471	bone morphogenetic protein 2-like	growth factor activity;growth;signal transduction;cell proliferation		
gene6097	bone morphogenetic protein 4	growth factor activity;growth;signal transduction;cell proliferation		
gene6093	bone morphogenetic protein 6	growth factor activity;signal transduction;cell proliferation;growth		
gene7576	bone morphogenetic protein partial			
gene7836	bone morphogenetic protein partial	growth factor activity;growth;signal transduction;cell proliferation		
gene10909	bone morphogenetic protein receptor type-1b	membrane;transmembrane receptor protein serine/threonine kinase activity;receptor signaling protein serine/threonine kinase activity;ATP binding;protein phosphorylation;transmembrane receptor protein serine/threonine kinase signaling pathway;serine family amino acid metabolic process		
gene3773	bone morphogenetic protein receptor type-1b	membrane;transmembrane receptor protein serine/threonine kinase activity;receptor signaling protein serine/threonine kinase activity;ATP binding;protein phosphorylation;transmembrane receptor protein serine/threonine kinase signaling pathway;serine family amino acid metabolic process		
gene7712	box a-binding factor-like			
gene11441	box c d snorna protein 1			
gene15507	bpb poz domain containing	protein binding		
gene11944	brahma-associated protein of 60 kda isoform x2	protein binding		
gene17273	brain chitinase and chia	extracellular region;chitinase activity;chitin binding;carbohydrate metabolic process;chitin catabolic process;cell wall macromolecule catabolic process		
gene4103	brain protein			
gene10239	brain protein			
gene14988	brain protein i3-like			
gene7685	brain protein i3-like			
gene7666	brain tumor protein	intracellular;protein binding;zinc ion binding		
gene11982	brain-enriched guanylate kinase-associated protein			
gene4703	branched-chain-amino-acid partial	branched-chain-amino-acid transaminase activity;isoleucine catabolic process;leucine catabolic process;valine catabolic process;isoleucine biosynthetic process;leucine biosynthetic process;valine biosynthetic process;pantothenate biosynthetic process		
gene5464	brca1-a complex subunit bre-like	cellular process;response to stimulus		
gene12598	brca1-associated atm activator	binding		
gene2207	brca1-associated protein	nucleotide binding;protein binding;zinc ion binding		
gene10149	brca1-associated ring domain protein 1-like	protein binding		
gene4550	breast cancer anti-estrogen resistance protein 1	protein binding		
gene5101	breast cancer anti-estrogen resistance protein 3 isoform x3	guanyl-nucleotide exchange factor activity;protein binding;regulation of GTPase activity		
gene5120	breast cancer anti-estrogen resistance protein 3 isoform x3	guanyl-nucleotide exchange factor activity;protein binding;regulation of GTPase activity		
gene3762	breast cancer metastasis-suppressor 1-like protein	Sin3-type complex;histone deacetylase activity;histone deacetylase binding;negative regulation of transcription from RNA polymerase II promoter;histone deacetylation		
gene13233	breast cancer type 1 susceptibility protein	DNA repair		
gene1110	breast cancer type 2 susceptibility protein homolog	double-strand break repair via homologous recombination		
gene370	breast carcinoma-amplified sequence 3-like protein	protein binding		
gene6169	brefeldin a-inhibited guanine nucleotide-exchange protein 1	ARF guanyl-nucleotide exchange factor activity;binding;regulation of GTPase activity		
gene2746	brefeldin a-inhibited guanine nucleotide-exchange protein 3			
gene2756	brefeldin a-inhibited guanine nucleotide-exchange protein 3 isoform x2	ARF guanyl-nucleotide exchange factor activity;regulation of GTPase activity		
gene10604	brevican core protein			
gene16107	brevican core protein			
gene4799	bric a brac isoform b	DNA binding;protein binding		
gene4710	bridging integrator 3-like	cytoplasm;protein binding		
gene1394	briggsae cbr-col-127 protein			
gene16068	broad- partial	protein binding;metal ion binding		
gene9439	broad-complex core protein isoforms 1 2 3 4 5 isoform x1	nucleic acid binding;protein binding;metal ion binding		
gene15348	bromo adjacent homology domain-containing protein	chromatin binding;chromatin		
gene6944	bromodomain adjacent to zinc finger domain protein 1a isoform x1	protein binding;zinc ion binding		
gene3287	bromodomain adjacent to zinc finger domain protein 2a-like	nucleus;DNA binding		
gene18054	bromodomain adjacent to zinc finger domain protein 2b isoform x1	nucleus;DNA binding;zinc ion binding		
gene14342	bromodomain adjacent to zinc finger domain protein 2b isoform x1	nucleus;DNA binding;protein binding		
gene291	bromodomain adjacent to zinc finger domain protein 2b isoform x8	protein binding;zinc ion binding		
gene292	bromodomain adjacent to zinc finger domain protein 2b isoform x8	protein binding;zinc ion binding		
gene4862	bromodomain-containing protein 2-like isoform x7	protein binding		
gene8115	bromodomain-containing protein 7 isoform x3	protein binding		
gene12849	bromodomain-containing protein 8 isoform x7	protein binding		
gene15164	bromodomain-containing protein ddb_g0270170	signal transduction		
gene4315	bsd domain-containing protein 1			
gene10777	btb poz domain-containing adapter for cul3-mediated degradation protein 3	protein binding;protein homooligomerization		
gene482	btb poz domain-containing protein 10 isoform x1	protein binding		
gene3423	btb poz domain-containing protein 17	protein binding		
gene15189	btb poz domain-containing protein 6 isoform x2	protein binding		
gene10595	btb poz domain-containing protein 7 isoform x1	protein binding		
gene5267	btb poz domain-containing protein 9	calcium ion binding;protein binding		
gene5270	btb poz domain-containing protein 9	calcium ion binding;protein binding		
gene8956	btb poz domain-containing protein 9	protein binding		
gene9636	btb poz domain-containing protein at2g30600-like	protein binding		
gene1290	btb poz domain-containing protein kctd15-like isoform x2	protein binding;protein homooligomerization		
gene8409	btb poz domain-containing protein kctd15-like isoform x2	protein binding;protein homooligomerization		
gene8301	btb poz domain-containing protein kctd3 isoform x1	protein binding;protein homooligomerization		
gene4317	btb poz domain-containing protein kctd9	protein binding;protein homooligomerization		
gene10354	btb-iv protein partial	nucleic acid binding;protein binding;metal ion binding		
gene13228	bub3-interacting and glebs motif-containing protein znf207 isoform x1	DNA binding;metal ion binding		
gene139	bud13 homolog isoform x2			
gene16924	bud31 homolog	nucleus		
gene9670	bumetanide-sensitive sodium- -chloride cotransporter isoform x1	membrane;transporter activity;ion transport;transmembrane transport		
gene14558	bumetanide-sensitive sodium- -chloride cotransporter isoform x1	membrane;transporter activity;ion transport;transmembrane transport		
gene7831	bumetanide-sensitive sodium- -chloride cotransporter isoform x1	integral component of membrane;cation:chloride symporter activity;transmembrane transport;cation transport;chloride transport		
gene7827	bumetanide-sensitive sodium- -chloride cotransporter isoform x1	integral component of membrane;cation:chloride symporter activity;transmembrane transport;cation transport;chloride transport		
gene7841	bumetanide-sensitive sodium- -chloride cotransporter isoform x1	integral component of membrane;cation:chloride symporter activity;transmembrane transport;cation transport;chloride transport		
gene1401	bursicon	extracellular region;hormone activity;chitin-based cuticle sclerotization;cuticle pigmentation;signal transduction		
